iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SSD,Africa,South Sudan,2022-01-01,15242.0,0.0,95.0,135.0,0.0,0.0,1418.088,0.0,8.839,12.56,0.0,0.0,1.23,,,,,,,,,,,,,616.0,0.054,0.1542,6.5,tests performed,,,,,,810.0,,,,,75.0,710.0,0.007,56.48,10748272.0,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
ESP,Europe,Spain,2022-01-01,6294745.0,0.0,82391.143,89405.0,0.0,55.143,132557.408,0.0,1735.028,1882.728,0.0,1.161,1.71,1822.0,38.368,8980.0,189.105,1018.0,21.437,10243.0,215.701,73620962.0,166197.0,1574.941,3.555,365719.0,7.824,0.314,3.2,tests performed,,,,,,78737.0,,,,,1658.0,40925.0,0.086,46.76,47486935.0,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,,,,
LKA,Asia,Sri Lanka,2022-01-01,587596.0,351.0,620.714,14997.0,18.0,18.0,26986.823,16.121,28.508,688.775,0.827,0.827,0.93,,,,,,,,,6703603.0,12403.0,311.835,0.577,9734.0,0.453,0.0638,15.7,tests performed,33891135.0,15992877.0,13845347.0,4052911.0,49871.0,111972.0,155.65,73.45,63.59,18.61,5143.0,1722.0,0.008,52.78,21773441.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,
SDN,Africa,Sudan,2022-01-01,46518.0,0.0,59.714,3331.0,0.0,4.714,1018.853,0.0,1.308,72.957,0.0,0.103,0.79,,,,,,,,,,,,,,,,,,,,,,,8915.0,,,,,195.0,8306.0,0.018,20.37,45657202.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
SUR,South America,Suriname,2022-01-01,52612.0,166.0,147.714,1190.0,1.0,0.571,85829.32,270.806,240.976,1941.323,1.631,0.932,2.41,,,,,,,,,,,,,405.0,0.684,,,tests performed,,,,,,269.0,,,,,439.0,83.0,0.014,60.19,612984.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
SWE,Europe,Sweden,2022-01-01,1314784.0,0.0,5924.429,15310.0,0.0,6.429,125611.141,0.0,566.005,1462.679,0.0,0.614,1.6,101.0,9.649,717.0,68.5,,,,,15206406.0,48155.0,1496.67,4.74,48355.0,4.759,0.1225,8.2,tests performed,,,,,,23176.0,,,,,2214.0,1821.0,0.017,49.07,10467097.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
CHE,Europe,Switzerland,2022-01-01,1332615.0,0.0,15031.429,12220.0,3.0,22.286,153325.595,0.0,1729.459,1405.987,0.345,2.564,1.47,307.0,35.322,1591.0,183.054,,,813.0,93.541,14411713.0,33115.0,1653.574,3.8,57597.0,6.609,0.3,3.3,tests performed,13848196.0,5967767.0,5831612.0,2202282.0,1307.0,44131.0,159.33,68.66,67.1,25.34,5078.0,1775.0,0.02,56.48,8691406.0,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,,,,
SYR,Asia,Syria,2022-01-01,50310.0,32.0,37.0,2901.0,4.0,4.286,2359.273,1.501,1.735,136.042,0.188,0.201,0.72,,,,,,,,,,,,,,,,,,,,,,,90157.0,,,,,4228.0,17553.0,0.082,37.96,21324367.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567,,,,
TWN,Asia,Taiwan,2022-01-01,17050.0,21.0,22.714,850.0,0.0,0.0,714.588,0.88,0.952,35.625,0.0,0.0,1.37,,,,,,,,,4979115.0,10338.0,208.724,0.433,13855.0,0.581,0.0016,610.0,people tested,,,,,,77572.0,,,,,3251.0,7246.0,0.03,20.37,23859912.0,,42.2,,8.353,,,103.957,,,,,,80.46,,,,,
TJK,Asia,Tajikistan,2022-01-01,17493.0,0.0,0.0,125.0,0.0,0.0,1794.142,0.0,0.0,12.82,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,41737.0,,,,,4281.0,20408.0,0.209,29.63,9750064.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TZA,Africa,Tanzania,2022-01-01,29306.0,0.0,403.286,737.0,0.0,0.429,460.871,0.0,6.342,11.59,0.0,0.007,0.43,,,,,,,,,,,,,,,,,,,,,,,33193.0,,,,,522.0,20570.0,0.032,8.33,63588334.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,,,
THA,Asia,Thailand,2022-01-01,2226446.0,3011.0,2715.429,21708.0,10.0,21.429,31095.136,42.052,37.924,303.18,0.14,0.299,1.12,,,,,,,,,17754567.0,24673.0,253.815,0.353,35913.0,0.513,0.0756,13.2,tests performed,105170510.0,51411912.0,46320706.0,7437892.0,10241.0,270471.0,146.88,71.8,64.69,10.39,3777.0,37341.0,0.052,43.52,71601103.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
TLS,Asia,Timor,2022-01-01,19839.0,2.0,0.857,122.0,0.0,0.0,15018.827,1.514,0.649,92.358,0.0,0.0,0.77,,,,,,,,,,,,,245.0,0.182,0.0035,285.9,tests performed,,,,,,1006.0,,,,,762.0,188.0,0.014,47.69,1320942.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
TGO,Africa,Togo,2022-01-01,30163.0,0.0,310.143,248.0,0.0,0.286,3489.138,0.0,35.876,28.688,0.0,0.033,1.63,,,,,,,,,618843.0,1809.0,72.992,0.213,1585.0,0.187,0.1957,5.1,tests performed,,,,,,5110.0,,,,,591.0,1575.0,0.018,21.76,8644829.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
TON,Oceania,Tonga,2022-01-01,1.0,0.0,0.0,,,,9.432,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0,,,,,4113.0,18.0,0.017,47.22,106017.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,,,,
TTO,North America,Trinidad and Tobago,2022-01-01,92201.0,302.0,405.286,2883.0,14.0,20.714,60433.398,197.947,265.646,1889.67,9.176,13.577,0.94,,,,,,,,,511818.0,561.0,364.705,0.4,1599.0,1.139,0.253,4.0,people tested,1409304.0,712707.0,668982.0,76479.0,920.0,2593.0,92.37,46.71,43.85,5.01,1700.0,758.0,0.05,56.48,1525663.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,,,,
TUN,Africa,Tunisia,2022-01-01,727843.0,1137.0,721.143,25576.0,7.0,7.571,59353.03,92.718,58.807,2085.633,0.571,0.617,1.74,,,,,,,,,,,,,10273.0,0.861,0.0702,14.2,people tested,12182712.0,6899489.0,5933117.0,865340.0,26146.0,60481.0,99.35,56.26,48.38,7.06,4932.0,35117.0,0.286,46.3,12262946.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,,,,
TUR,Asia,Turkey,2022-01-01,9519281.0,36731.0,33185.0,82506.0,145.0,178.286,112288.241,433.274,391.446,973.23,1.71,2.103,1.44,,,,,,,,,119353889.0,369027.0,1403.458,4.339,365842.0,4.302,0.0907,11.0,tests performed,131930475.0,56925363.0,51621727.0,23383385.0,284470.0,511603.0,155.62,67.15,60.89,27.58,6035.0,19434.0,0.023,57.41,84775404.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
TKM,Asia,Turkmenistan,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19106.0,,,,,3013.0,7918.0,0.125,69.44,6341855.0,12.253,26.9,4.277,2.541,16389.023,,536.783,7.11,,,100.0,7.4,68.19,0.715,,,,
TCA,North America,Turks and Caicos Islands,2022-01-01,3408.0,124.0,24.714,26.0,0.0,0.0,75541.96,2748.592,547.819,576.318,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,2704.0,17.0,0.038,,45114.0,37.312,,,,,,,,,,,,80.22,,,,,
TUV,Oceania,Tuvalu,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,268.0,1.0,0.009,,11204.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,,
UGA,Africa,Uganda,2022-01-01,142604.0,1867.0,1338.857,3297.0,3.0,3.286,3109.973,40.716,29.198,71.902,0.065,0.072,1.61,,,,,,,,,2166777.0,6592.0,45.981,0.14,7329.0,0.156,0.1827,5.5,tests performed,,,,,,136612.0,,,,,2979.0,97889.0,0.213,73.15,45853778.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,,,,
UKR,Europe,Ukraine,2022-01-01,3852397.0,5171.0,4500.857,102300.0,212.0,224.714,88496.925,118.788,103.393,2350.027,4.87,5.162,0.84,,,,,,,,,16809292.0,22507.0,386.715,0.518,21842.0,0.502,0.2061,4.9,tests performed,,,,,,69948.0,,,,,1607.0,18912.0,0.043,51.85,43531422.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
ARE,Asia,United Arab Emirates,2022-01-01,764493.0,2556.0,2137.571,2165.0,1.0,1.286,81631.74,272.927,228.248,231.176,0.107,0.137,1.69,,,,,,,,,112130735.0,463616.0,11223.081,46.403,409104.0,40.947,0.0052,191.4,tests performed,,,,,,27043.0,,,,,2888.0,69.0,0.001,44.44,9365144.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,
GBR,Europe,United Kingdom,2022-01-01,13127967.0,163277.0,155882.429,148891.0,154.0,130.286,195121.345,2426.791,2316.885,2212.971,2.289,1.936,1.26,857.0,12.738,14677.0,218.145,,,15063.0,223.882,394424749.0,1110513.0,5782.751,16.281,1486824.0,21.799,0.1048,9.5,tests performed,133336724.0,51789045.0,47437009.0,34110670.0,23907.0,276569.0,198.18,76.97,70.51,50.7,4111.0,18232.0,0.027,48.61,67281040.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,
USA,North America,United States,2022-01-01,55024140.0,188772.0,405170.286,825466.0,392.0,1353.286,163277.531,560.158,1202.294,2449.471,1.163,4.016,1.63,18863.0,55.974,96560.0,286.53,,,98910.0,293.504,727619218.0,1260066.0,2185.6,3.785,1855238.0,5.573,0.267,3.7,tests performed,520381671.0,244362624.0,209492331.0,76773632.0,109754.0,1093200.0,156.74,73.6,63.1,23.12,3293.0,285395.0,0.086,58.8,336997624.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,
VIR,North America,United States Virgin Islands,2022-01-01,,,,,,,,,,,,,,,,,,,,,,99611.0,75.0,955.795,0.72,233.0,2.236,0.405,2.5,tests performed,,,,,,,,,,,,,,50.93,100091.0,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,,,,,
OWID_UMC,,Upper middle income,2022-01-01,86515795.0,147339.0,151506.714,2265120.0,1569.0,1869.571,34586.563,58.902,60.568,905.531,0.627,0.747,,,,,,,,,,,,,,,,,,,4237166061.0,1963371427.0,1820582442.0,215607603.0,7221038.0,15012775.0,169.39,78.49,72.78,8.62,6002.0,1091823.0,0.044,,2501427940.0,,,,,,,,,,,,,,,,,,
URY,South America,Uruguay,2022-01-01,414294.0,911.0,1027.857,6172.0,2.0,1.286,120917.268,265.888,299.994,1801.381,0.584,0.375,1.78,,,,,,,,,4420664.0,9945.0,1268.428,2.854,12931.0,3.71,0.0795,12.6,people tested,6974812.0,2758495.0,2678916.0,1537401.0,2.0,4148.0,203.57,80.51,78.19,44.87,1211.0,267.0,0.008,25.93,3426260.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,,,,
UZB,Asia,Uzbekistan,2022-01-01,199030.0,127.0,133.0,1485.0,0.0,1.143,5839.834,3.726,3.902,43.572,0.0,0.034,1.02,,,,,,,,,,,,,,,,,,,,,,,115234.0,,,,,3381.0,285.0,0.001,44.44,34081449.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
VUT,Oceania,Vanuatu,2022-01-01,7.0,0.0,0.0,1.0,0.0,0.0,21.934,0.0,0.0,3.133,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,736.0,,,,,2306.0,196.0,0.061,19.44,319136.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,,,
VAT,Europe,Vatican,2022-01-01,27.0,0.0,0.0,,,,52837.573,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,75.12,,,,,
VEN,South America,Venezuela,2022-01-01,444828.0,193.0,261.286,5331.0,3.0,2.714,15774.118,6.844,9.265,189.043,0.106,0.096,1.09,,,,,,,,,,,,,,,,,,,,,,,126261.0,,,,,4477.0,58169.0,0.206,28.7,28199866.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,
VNM,Asia,Vietnam,2022-01-01,1746092.0,14835.0,15662.429,32610.0,216.0,229.0,17914.51,152.204,160.693,334.571,2.216,2.349,1.04,,,,,,,,,74967758.0,,763.662,,163346.0,1.664,0.0959,10.4,people tested,,,,,,1016358.0,,,,,10428.0,91649.0,0.094,68.52,97468028.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
WLF,Oceania,Wallis and Futuna,2022-01-01,454.0,0.0,0.0,7.0,0.0,0.0,39047.046,0.0,0.0,602.047,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,602.0,3.0,0.026,,11627.0,,,,,,,,,,,,,79.94,,,,,
OWID_WRL,,World,2022-01-01,289921065.0,1225954.0,1397847.571,5444339.0,4425.0,6245.0,36655.74,155.002,176.735,688.347,0.559,0.79,1.48,,,,,,,,,,,,,,,,,,9196108513.0,4563761302.0,3895424861.0,537119107.0,20804334.0,34002989.0,116.27,57.7,49.25,6.79,4299.0,6653443.0,0.084,,7909295152.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
YEM,Asia,Yemen,2022-01-01,10127.0,1.0,2.286,1984.0,0.0,0.143,307.05,0.03,0.069,60.155,0.0,0.004,1.15,,,,,,,,,,,,,,,,,,,,,,,1926.0,,,,,58.0,2868.0,0.009,26.85,32981641.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,,,,
ZMB,Africa,Zambia,2022-01-01,257948.0,3674.0,3766.714,3740.0,6.0,6.143,13246.359,188.67,193.431,192.06,0.308,0.315,1.48,,,,,,,,,2970632.0,11516.0,157.005,0.609,11801.0,0.624,0.3192,3.1,tests performed,,,,,,22047.0,,,,,1132.0,15561.0,0.08,37.96,19473125.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,
ZWE,Africa,Zimbabwe,2022-01-01,214214.0,956.0,1495.429,5017.0,13.0,18.857,13393.796,59.774,93.502,313.689,0.813,1.179,0.77,,,,,,,,,1710825.0,3593.0,113.358,0.238,5358.0,0.355,0.2791,3.6,tests performed,7276239.0,4130228.0,3140338.0,5673.0,11448.0,9599.0,45.49,25.82,19.64,0.04,600.0,4308.0,0.027,52.78,15993524.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,
